,repo_name,repo_owner,git_url,description,size,watchers_count,forks_count,open_issues
802,lineclipping-python-fortran,scivision,https://github.com/scivision/lineclipping-python-fortran,"Line clipping in clean, simple, modern Fortran and Python",43,8,1,0
803,wrf-downscaling,ebimodeling,https://github.com/ebimodeling/wrf-downscaling,,133868,8,10,5
804,RF_INV,akuhara,https://github.com/akuhara/RF_INV,Receiver function inversion by reversible-jump Markov-chain Monte Carlo,3863,8,4,2
805,moog,andycasey,https://github.com/andycasey/moog,A package installer for the MOOG code,1894,8,10,5
806,SimpleMAC,jonkomperda,https://github.com/jonkomperda/SimpleMAC,"SimpleMAC is a marker and call method CFD (computational fluid dynamics) solver. It was originally developed for a graduate supercomputing course, and is now being released and updated for further use.",9156,8,0,1
807,Non-Reflecting-Boundary-Conditions-NRBC,hlalit,https://github.com/hlalit/Non-Reflecting-Boundary-Conditions-NRBC,"Implemented the non-reflecting boundary conditions of Poinsot and Lele, JCP 1992 with Fortran. Input files have been provided Validation has been done using a subsonic compressible channel flow test case second order spatial differencing has been used and 4th order Runge Kutta scheme for time advancement Compressible finite difference solver implemented",11,8,2,1
808,UQTk,sandialabs,https://github.com/sandialabs/UQTk,Sandia Uncertainty Quantification Toolkit,17154,8,3,0
809,cfd,sAlexander,https://github.com/sAlexander/cfd,2d CFD solves the incompressible Euler equations. Code written in Fortran,168,7,2,0
810,Fortran-Utilities,apmccartney,https://github.com/apmccartney/Fortran-Utilities,a small collection of utilities written in fortran 2008 in an object-oriented style.,124,7,0,0
811,mplabs,carlosrosales,https://github.com/carlosrosales/mplabs,Multiphase Lattice Boltzmann Suite,3640,7,8,0
812,nodalDG,lightd22,https://github.com/lightd22/nodalDG,Nodal discontinuous Galerkin methods,188,7,7,0
813,py_interp,markelg,https://github.com/markelg/py_interp,"Command line tool for interpolating WRF output files to pressure levels, as well as computing a series of diagnostics such as low, medium and high cloud cover.",200,7,2,0
814,slicot,KTH-AC,https://github.com/KTH-AC/slicot,SLICOT: Subroutine Library in Systems and Control Theory,2911,7,3,1
815,PsrPopPy,samb8s,https://github.com/samb8s/PsrPopPy,"Python implementation of PSRPOP, designed to be run from the command line or from Python scripts/interpreter",4632,7,20,0
816,Perplex,davehirsch,https://github.com/davehirsch/Perplex,"A cross-platform thermodynamics program for geologists, written in Fortran and C",6760,7,2,0
817,DSHARK,pastfalk,https://github.com/pastfalk/DSHARK,,70,7,3,0
818,ffr-PWDFT,f-fathurrahman,https://github.com/f-fathurrahman/ffr-PWDFT,A poor man's density functional theory program,184,7,2,0
819,Fortran-OpenPMD-File-Writers,UCLA-Plasma-Simulation-Group,https://github.com/UCLA-Plasma-Simulation-Group/Fortran-OpenPMD-File-Writers,Fortran 2003 Parallel HDF5 File Writers and Readers in OpenPMD Standard,14,7,4,0
820,en600.468,alopez,https://github.com/alopez/en600.468,Assignments for mt-class.org/jhu,16164,7,12,0
821,GIEM2G,DarthLaran,https://github.com/DarthLaran/GIEM2G,Gnu Integral Equation Modeling in ElectroMagnetic  Geophysics ,5493,7,2,0
822,benchio,EPCCed,https://github.com/EPCCed/benchio,EPCC I/O benchmarking applications,60,7,1,4
823,q-e_schrodinger,QEF,https://github.com/QEF/q-e_schrodinger,Quantum ESPRESSO package for integration into Schrödinger’s Materials Science Suite,401905,7,5,1
824,pyhelp,cgq-qgc,https://github.com/cgq-qgc/pyhelp,A Python library for the assessment of spatially distributed groundwater recharge and hydrological components with HELP,21971,7,3,11
825,autoderiv,s1291,https://github.com/s1291/autoderiv,Automatic differentiation example,19,7,1,0
826,libSUFR,MarcvdSluys,https://github.com/MarcvdSluys/libSUFR,ibSUFR is a library containing Some Useful Fortran Routines,722,7,4,0
827,python-helmholtz,jschwab,https://github.com/jschwab/python-helmholtz,Python bindings for Frank Timmes' Helmholtz equation of state,22452,7,5,0
828,librmn,armnlib,https://github.com/armnlib/librmn,Collection of routines for numerical weather prediction,2217,7,2,0
829,sexptran,berke,https://github.com/berke/sexptran,Fortran library for reading and writing S-expressions,37,7,0,0
830,MPI_Practicals_Solutions,themisa,https://github.com/themisa/MPI_Practicals_Solutions,Solutions for the MPI Practicals for Summer School 2014,72,7,1,0
831,py2f,rjfarmer,https://github.com/rjfarmer/py2f,embed pyton in fortran code,42,7,1,0
832,postlammps,atoms-ufrj,https://github.com/atoms-ufrj/postlammps,A tool for performing post-processing of lammps log files,334,7,3,0
833,morton_fortran,jannisteunissen,https://github.com/jannisteunissen/morton_fortran,Convert between regular and Morton indices in 2D and 3D,20,7,0,0
834,gfortran.dg,nncarlson,https://github.com/nncarlson/gfortran.dg,The GFortran testsuite rigged for testing other Fortran compilers,2770,7,2,13
835,MC3deconv,akuhara,https://github.com/akuhara/MC3deconv,Bayeisan inversion to recover Green's functions of receiver-side structures from teleseismic waveforms,4023,7,2,0
836,flib,crshapiro,https://github.com/crshapiro/flib,A Fortran Library,122,7,0,0
837,fishpack,jlokimlin,https://github.com/jlokimlin/fishpack,Implements the generalized Buneman algorithm to solve separable elliptic partial differential equations.,2200,7,4,5
838,Coding-Examples,srinathv,https://github.com/srinathv/Coding-Examples,Organize test codes for all languages,10680,7,2,0
839,Dynamical-Systems-Toolbox-V2,ecoetzee,https://github.com/ecoetzee/Dynamical-Systems-Toolbox-V2,Matlab integration of AUTO for dynamical systems analysis,13953,7,4,0
840,RALFit,ralna,https://github.com/ralna/RALFit,A non-linear least squares solver,2942,7,4,30
841,fume,dongli,https://github.com/dongli/fume,Fluid Universal Modeling Environment,16,7,0,0
842,Fortran-Library-for-Material-Constitutive-Models,jenovencio,https://github.com/jenovencio/Fortran-Library-for-Material-Constitutive-Models,"This library has a lot of Fortran Routines for model implicit material constitutive behavior. There are implementation of Neo-Hooken, Odgen and Hencky potential for hyperelastic behavior.",7765,7,6,0
843,chimera2castro,ECP-Astro,https://github.com/ECP-Astro/chimera2castro,,335,7,5,1
844,fortran-regex,dongli,https://github.com/dongli/fortran-regex,A regex implementation in pure Fortran.,3,7,1,0
845,NHDS,danielver02,https://github.com/danielver02/NHDS,The New Hampshire Dispersion relation Solver,322,7,4,0
846,nc4fortran,scivision,https://github.com/scivision/nc4fortran,"Object-oriented interface for NetCDF4 in Fortran, like h5fortran (HDF5)",105,7,0,0
847,paramonte,cdslaborg,https://github.com/cdslaborg/paramonte,ParaMonte: Plain Powerful Parallel Monte Carlo Library,1409,7,0,0
848,tests-uh,openshmem-org,https://github.com/openshmem-org/tests-uh,OpenSHMEM Test Suite,2361,7,15,2
849,icatt-2016,helgee,https://github.com/helgee/icatt-2016,"Supplementary materials for ""A Comparative Study Of Programming Languages for Next-Generations Astrodynamics Systems""",201,7,2,2
850,RGP-Gen,everhusk,https://github.com/everhusk/RGP-Gen,Real Gas Property File Generator for ANSYS CFX V14.5,590,7,8,3
851,NoahMP,ESMWG,https://github.com/ESMWG/NoahMP,The Noah with multiparameterization options (NoahMP) land surface model ,308,7,7,0
852,hdf5-tutorial,kmanalo,https://github.com/kmanalo/hdf5-tutorial,,232,7,0,0
853,hdf5_interface,fccf,https://github.com/fccf/hdf5_interface,high level  fortran interface for HDF5,152,7,2,0
854,RIKsrf,fgallovic,https://github.com/fgallovic/RIKsrf,RIK earthquake source model: Slip rate generator,4046,7,3,1
855,KTH_Toolbox,KTH-Nek5000,https://github.com/KTH-Nek5000/KTH_Toolbox,,1605,7,8,1
856,SIMPLE3.0,hael,https://github.com/hael/SIMPLE3.0,A new repository(with deleted history) in preparation for release 3.0 of SIMPLE,451363,7,1,0
857,RMPCDMD,pdebuyl-lab,https://github.com/pdebuyl-lab/RMPCDMD,Code to perform chemical MPCD simulations,1247,7,2,0
858,PPM_RC,yafshar,https://github.com/yafshar/PPM_RC,2D-3D distributed parallel Region Competition segmentation algorithm,730,7,1,0
859,lbfgsb-sys,noshu,https://github.com/noshu/lbfgsb-sys,Rust binding of fortran Limited memory LBFGS subroutine,51,7,2,2
860,quantreg,cran,https://github.com/cran/quantreg,:exclamation: This is a read-only mirror of the CRAN R package repository.  quantreg — Quantile Regression. Homepage: https://www.r-project.org  ,3746,7,6,0
861,qmd-progress,lanl,https://github.com/lanl/qmd-progress,"PROGRESS: Parallel, Rapid O(N) and Graph-based Recursive Electronic Structure Solver.",127797,7,8,9
862,generics,sourceryinstitute,https://github.com/sourceryinstitute/generics,,42,7,1,1
863,gibbs2,aoterodelaroza,https://github.com/aoterodelaroza/gibbs2,Thermodynamics of solids in the quasiharmonic approximation.,8845,7,2,0
864,mt3d-usgs,MODFLOW-USGS,https://github.com/MODFLOW-USGS/mt3d-usgs,MT3D-USGS Repository,49017,7,9,6
865,GenASiS_Basics,GenASiS,https://github.com/GenASiS/GenASiS_Basics,Object-oriented Utilitarian Functionality for Large-scale Physics Simulations ,391,7,0,0
866,euler2d,cpraveen,https://github.com/cpraveen/euler2d,2-D inviscid flow and adjoint solver,336,7,11,0
867,pyboxlib,memmett,https://github.com/memmett/pyboxlib,Python BoxLib wrapper,124,7,0,0
868,leaks_hunter,szaghi,https://github.com/szaghi/leaks_hunter,hunter of Fortran Compilers memory leaks,24,7,0,0
869,linalg,jchristopherson,https://github.com/jchristopherson/linalg,A linear algebra library that provides a user-friendly interface to several BLAS and LAPACK routines.,5395,7,0,0
870,Nek5000,yhaomin2007,https://github.com/yhaomin2007/Nek5000,Nek5000 usr defined code and examples,46626,7,12,0
871,raytracer,edin,https://github.com/edin/raytracer,Performance comparison of various compilers,9478,7,0,0
872,nsc2ke,cpraveen,https://github.com/cpraveen/nsc2ke,Finite-Volume Galerkin program computing 2D and axisymmetric flows,1496,7,5,0
873,MPMD-with-Fortran-2008-Coarrays,MichaelSiehl,https://github.com/MichaelSiehl/MPMD-with-Fortran-2008-Coarrays,THIS REPOSITORY IS DEDICATED TO A PROGRAMMING STYLE THAT ALLOWS MPMD-LIKE PARALLEL PROGRAMMING USING FORTRAN 2008 COARRAYS (PGAS),656,7,0,0
874,single-linked-list,szaghi,https://github.com/szaghi/single-linked-list,,172,7,0,0
875,PyDQED,jwallen,https://github.com/jwallen/PyDQED,A Python wrapper for the DQED constrained nonlinear optimization code,221,7,2,2
876,vsop87,ctdk,https://github.com/ctdk/vsop87,VSOP87 files,8346,7,8,0
877,PLMC,fortranguy,https://github.com/fortranguy/PLMC,A simple Physics of Liquids Monte Carlo simulation code written in Fortran,26416,7,0,0
878,pscf,dmorse,https://github.com/dmorse/pscf,Polymer self-consistent field theory (Fortran version),4344,7,13,2
879,Pecube-HUGG,HUGG,https://github.com/HUGG/Pecube-HUGG,This repository is for the Helsinki University Geodynamics Group (HUGG) version of Pecube.,5406,7,2,1
880,Quasincompact3d,xcompact3d,https://github.com/xcompact3d/Quasincompact3d,"Old version of the solver for the compressible Navier-Stokes equations in the low Mach number limit (no longer actively developed, it is recommended to use the new version of Incompact3d)",6806,7,4,0
881,dssat-csm-os,DSSAT,https://github.com/DSSAT/dssat-csm-os,DSSAT Cropping System Model,2584,7,32,4
882,Millennial,email-clm,https://github.com/email-clm/Millennial,This is a repository for the newly developed Millennial model,5733,7,4,3
883,libga,ramos,https://github.com/ramos/libga,A FORTRAN genetic algorithm optimisation library,196,7,2,0
884,Fractiles,abrahamson,https://github.com/abrahamson/Fractiles,,220,7,4,0
885,PadeOps,FPAL-Stanford-University,https://github.com/FPAL-Stanford-University/PadeOps,A DNS and LES box code,38972,7,5,2
886,PC-SAFT,CoolProp,https://github.com/CoolProp/PC-SAFT,Open-source implementation of PC-SAFT equation of state,144,7,3,1
887,HYCOM-tools,HYCOM,https://github.com/HYCOM/HYCOM-tools,Pre- and post- processing sources,2260,7,5,0
888,jams_makefile,mcuntz,https://github.com/mcuntz/jams_makefile,"Provide a portable, versatile way of compiling Fortran, C, C++, and mixed projects.",33571,7,0,0
889,lsbflow,cadieux,https://github.com/cadieux/lsbflow,Pseudo-spectral Navier-Stokes Solver for Laminar Separation Bubble Flows,12640,7,3,0
890,PolarDecomp,bminchew,https://github.com/bminchew/PolarDecomp,A collection of decomposition routines for polarimetric synthetic aperture radar (PolSAR) applications written in Fortran.,120,7,3,0
891,Kepler,jasonfrowe,https://github.com/jasonfrowe/Kepler,"Source code to Find, Model and manipulate Planetary Transits",22067,7,0,4
892,TCSFA,timy,https://github.com/timy/TCSFA,Trajectory-Based Coulomb-Corrected Strong Field Approximation,1184,7,4,0
893,PROPACK,poulson,https://github.com/poulson/PROPACK,Rasmus Larsen's PROPACK,49986,7,0,1
894,channel-f90-mpi,davecats,https://github.com/davecats/channel-f90-mpi,Direct Numerical Simulation of an incompressible turbulent channel flow (F90 - MPI),48,7,8,0
895,xoroshiro128plus_fortran,jannisteunissen,https://github.com/jannisteunissen/xoroshiro128plus_fortran,Fortran implementation of xoroshiro128+,13,7,2,0
896,FiniteVolumeMethods,Paulms,https://github.com/Paulms/FiniteVolumeMethods,Finite Volume Methods for Hyperbolic Problems,74,7,1,0
897,ForestESS,wengensheng,https://github.com/wengensheng/ForestESS,"ForestESS simulates plant demographic processes  (e.g., growth, reproduction, and mortality), competition for light and soil resources, and soil biogeochemical processes. The codes are from the version of LM3-PPA used to simulate the forest successional dynamics in the paper of Weng, E., Farrior, CE, Dybzinski, R, and Pacala, SW, et al. 2016 Global Change Biology.",2040,7,5,1
898,OpenMP_Fortran_runtime_wrappers,jeffhammond,https://github.com/jeffhammond/OpenMP_Fortran_runtime_wrappers,Fortran 200x ISO_C_BINDING wrappers for OpenMP C runtime library calls,20,7,0,0
899,healpixmirror,healpy,https://github.com/healpy/healpixmirror,Read-only mirror of HEALPix,118872,7,1,0
900,radcal,firemodels,https://github.com/firemodels/radcal,Radiative properties of gaseous species and soot,6953,7,17,2
901,NEXD-2D,seismology-RUB,https://github.com/seismology-RUB/NEXD-2D,2D solver of the NEXD package,63274,7,8,0
902,papers,mmdg-oxford,https://github.com/mmdg-oxford/papers,Full data of our published papers ,147661,7,7,0
903,geos2cmaq,barronh,https://github.com/barronh/geos2cmaq,GEOS2CMAQ maps GEOS-Chem outputs to CMAQ boundary conditions for any chemical mechanism.,232,7,1,0
904,FOLLIA,giacombum,https://github.com/giacombum/FOLLIA,Fortran Library for Lagrange InterpolAtion,21,7,2,0
905,SiCroF,kazulagi,https://github.com/kazulagi/SiCroF,"This is the Simulator for Crops in Fields (SiCroF). This software provides multi-physical simulations of agriculture for canopies, plants, and organs for farmers, breeders, and agronomists. Please try and give us feedback. This github-page is a mirror of the following gitlab-page.",57797,7,2,5
906,create_orac_lut,ORAC-CC,https://github.com/ORAC-CC/create_orac_lut,Creates radiative transfer operator LUTs for the Optimal Retrieval of Aerosol and Cloud (ORAC) code and various other retrieval systems.,3078,7,1,0
907,StochOptim,keurfonluu,https://github.com/keurfonluu/StochOptim,StochOptim provides user friendly functions to solve optimization problems using stochastic algorithms,79,7,2,0
908,F90-Numerical-Lib,calebwherry,https://github.com/calebwherry/F90-Numerical-Lib,"Numerical library written in FORTRAN 90 containing integration, interpolation, differentiation, etc. routines.",6012,7,5,0
909,NEAT,rwesson,https://github.com/rwesson/NEAT,"Empirical analysis of ionised nebulae, with uncertainty propagation",20456,7,5,13
910,mocsy,jamesorr,https://github.com/jamesorr/mocsy,Routines to model ocean carbonate system thermodynamics,6438,7,9,2
911,grackle,grackle-project,https://github.com/grackle-project/grackle,The Grackle chemistry and cooling library for astrophysical simulations and models.,45976,7,21,10
912,LinkedList,pedro-ricardo,https://github.com/pedro-ricardo/LinkedList,Simple Fortran Implementation of heterogeneous linked list,25,7,0,0
913,fortran_lib,vjaunet,https://github.com/vjaunet/fortran_lib,Same as fortran_lib but ported to gfortran,2350,7,0,0
914,dftd3-lib,dftbplus,https://github.com/dftbplus/dftd3-lib,Library version of S. Grimmes DFTD3 code.,993,7,4,0
915,seren,dhubber,https://github.com/dhubber/seren,SEREN SPH code (Hubber et al. 2011) for astrophysical hydrodynamics simulations,46188,7,6,0
916,TME,gamaleldin,https://github.com/gamaleldin/TME,"This code package is for the Tensor-Maximum-Entropy (TME) method. This method generates random surrogate data that preserves a specified set of first and second order marginal moments of a data tensor, which makes it well equipped to test for the null hypothesis that a structure in data is an epiphenomenon of these specified set of primary features of the data tensor. The random surrogate data are sampled from a maximum entropy distribution. This distribution unlike traditional maximum entropy method have constraints on the marginal first and second moments of the tensor mode.",323,7,4,0
917,gadgetviewer,jchelly,https://github.com/jchelly/gadgetviewer,Simple tool for interactive visualisation of Gadget N-body simulations,948,7,5,3
918,PyProSAIL,robintw,https://github.com/robintw/PyProSAIL,Python interface to the ProSAIL leaf/canopy reflectance model,471,7,16,2
919,CCMD,everhusk,https://github.com/everhusk/CCMD,Centrifugal Compressor Meanline Design,16368,7,7,1
920,math77,jacobwilliams,https://github.com/jacobwilliams/math77,Unofficial Mirror of the JPL MATH77 Library,45190,7,1,1
921,GSW-Fortran,TEOS-10,https://github.com/TEOS-10/GSW-Fortran,Gibbs-SeaWater (GSW) Oceanographic Toolbox in Fortran,11125,7,11,3
922,uquantchem,petrossou,https://github.com/petrossou/uquantchem,A versatile and easy to use Quantum Chemistry Computational Software,99123,7,3,0
923,bitsy,leetmaa,https://github.com/leetmaa/bitsy,A fortran module for SHA-256 hashing.,148,7,3,0
924,slicot,henjo,https://github.com/henjo/slicot,Numpy wrapper of the control and systems library SLICOT,1153,7,1,0
925,pyfwrd,NoisyLeon,https://github.com/NoisyLeon/pyfwrd,"A forward modelling code for surface wave, receiver functions and shear wave splitting, given tilted hexagonal symmetric media",26181,7,9,1
926,FLAME,flame-code,https://github.com/flame-code/FLAME,FLAME: a library for atomistic modeling environments,23673,7,2,0
927,FriVolous,szaghi,https://github.com/szaghi/FriVolous,Finite Volume block-structured Fortran abstract class,20,7,2,0
928,testgmres,hsitaram,https://github.com/hsitaram/testgmres,Matrix free gmres implementation with call back functions for matrix vector product and preconditioner.,49,7,3,0
929,pyrrtm,tomflannaghan,https://github.com/tomflannaghan/pyrrtm,Python wrapper to the RRTM radiation code,2072,7,2,0
930,fortran-server,lukeasrodgers,https://github.com/lukeasrodgers/fortran-server,"simple ""hello world"" tcp server in Fortran using POSIX APIs",34,7,1,0
931,RadiativeTransferCode-OSOAA,CNES,https://github.com/CNES/RadiativeTransferCode-OSOAA,"Ocean Successive Orders with Atmosphere - Advanced (OSOAA) : Accurate computation of the radiative tranfer into the Ocean-Atmosphere system including polarisation, coupling terms, and the agitated surface.",12832,7,6,0
932,elmerfem,tehnick,https://github.com/tehnick/elmerfem,Unofficial git mirror of ElmerFEM + few temporary branches,89477,7,15,0
933,Amesp,Lyle-zhang,https://github.com/Lyle-zhang/Amesp,Amateurish molecular electronic structure program.(for linux),8061,7,2,0
934,esmf,esmf-org,https://github.com/esmf-org/esmf,,130208,7,1,2
935,ESEAS,libESEAS,https://github.com/libESEAS/ESEAS,A 1-3D shape function library composing the Exact Sequence for Elements of All Shapes,320,7,1,1
936,superpy,andrewfowlie,https://github.com/andrewfowlie/superpy,Scan the CMSSM with (py)MultiNest and plot the results with a new plotting GUI.,173296,7,8,1
937,vector_disp,bminchew,https://github.com/bminchew/vector_disp,"A simple routine to infer 3d (vector) displacements from unwrapped, geolocated InSAR data",25,7,7,1
938,quad-trees,lewisfish,https://github.com/lewisfish/quad-trees,Pure Fortran implementation of quad trees for images,9628,7,0,0
939,EigenRec,nikolakopoulos,https://github.com/nikolakopoulos/EigenRec,Implementations of the EigenRec algorithm,1646,7,2,1
940,Meander-Centerline-Migration-Model,FluidMechanicsUNIPD,https://github.com/FluidMechanicsUNIPD/Meander-Centerline-Migration-Model,Source code of the numerical model developed by Bogoni et al. WRR 2017 to simulate the long-term migration of meandering rivers flowing above self-formed heterogeneous floodplains.,3770,7,1,0
941,DLS4LB,unibas-dmi-hpc,https://github.com/unibas-dmi-hpc/DLS4LB,,71,7,0,0
942,dmft-ed,aamaricci,https://github.com/aamaricci/dmft-ed,"A General Purpose solver for the Dynamical Mean-Field Theory based on the Lanczos method. This code solves the DMFT problem in the Normal (N_up,N_dw), Superconducting (S_z) and non-SU(2) symmetric (N) cases. ",5341,7,4,0
943,aerobulk,brodeau,https://github.com/brodeau/aerobulk,"AeroBulk is a package/library that gathers state-of-the-art aerodynamic bulk formulae algorithms used to compute turbulent air-sea fluxes of momentum, heat and freshwater.",991,7,6,1
944,UHS_Deagg,abrahamson,https://github.com/abrahamson/UHS_Deagg,,377,6,4,0
945,sbf,peterspackman,https://github.com/peterspackman/sbf,"Simple binary format, designed to be a small dependency enabling quick ‘cross-platform’ transport between C, C++ and Fortran",129,6,0,0
946,vmf90,pdebuyl,https://github.com/pdebuyl/vmf90,vmf90 - Vlasov solver for mean-field systems in Fortran 90,152,6,0,0
947,ramsurf,quiet-oceans,https://github.com/quiet-oceans/ramsurf,RAM Parabolic Equation code with bottom loss,648,6,4,2
948,ocaml-odepack,Chris00,https://github.com/Chris00/ocaml-odepack,Binding to the ODEPACK FORTRAN library,692,6,0,0
949,gpu-tips,dappelha,https://github.com/dappelha/gpu-tips,Fortran examples of CUDA and directives tips and tricks for IBM Power + Nvidia Systems,21,6,0,1
950,axionCAMB,dgrin1,https://github.com/dgrin1/axionCAMB,,962,6,2,2
951,HERMESHD,sseyler,https://github.com/sseyler/HERMESHD,HERMESHD is a discontinuous Galerkin 3D fluctuating hydrodynamics code for nanoscale fluid simulation,1069,6,5,8
952,psi4_cct3,piecuch-group,https://github.com/piecuch-group/psi4_cct3,CCT3: A PSI4 plugin which performs active-space coupled-cluster CCSDt calculations and which can determine non-iterative corrections to CCSDt defining the CC(t;3) approach.,2823,6,1,0
953,ALFA,rwesson,https://github.com/rwesson/ALFA,Automated Line Fitting Algorithm,8494,6,2,12
954,json-fortran-example,tomedunn,https://github.com/tomedunn/json-fortran-example,An example program that shows how to use the json-fortran library along with a custom derived type.,128,6,0,0
955,MOPAC,jeffhammond,https://github.com/jeffhammond/MOPAC,MOPAC version 7 (public domain),2460,6,5,0
956,LES,wimvanderbauwhede,https://github.com/wimvanderbauwhede/LES,Large Eddy Simulator for Study of Urban Boundary-Layer Flows,103367,6,1,0
957,Aqua,dprada,https://github.com/dprada/Aqua,Python library for the analysis of molecular dynamics,22802,6,2,2
958,libWEPAJE,earroyo,https://github.com/earroyo/libWEPAJE,Pressure and Rate Transient Analysis for Oil & Gas - Solution of Diffusivity Equation for Single Phase Problems Using Laplace Transfor,2404,6,3,0
959,BDpack,amir-saadat,https://github.com/amir-saadat/BDpack,A Brownian dynamics package for simulation of polymeric solutions,54167,6,2,2
960,embarassingly-parallel-teams,rouson,https://github.com/rouson/embarassingly-parallel-teams,,2,6,1,0
961,fover,zhouguidi,https://github.com/zhouguidi/fover,Semantic versioning library written in and for modern Fortran,25,6,1,4
962,mps,dc-fukuoka,https://github.com/dc-fukuoka/mps,mps - 3D fluid dynamics solver by using moving particle semi implicit(MPS) method with OpenMP. ,11463,6,3,0
963,molsim,joakimstenhammar,https://github.com/joakimstenhammar/molsim,,23654,6,5,6
964,tidybench,sweichwald,https://github.com/sweichwald/tidybench,TIme series DiscoverY BENCHmark (tidybench),85,6,0,0
965,segfit,yuhonglin,https://github.com/yuhonglin/segfit,The segFit algorithm written in C++ based on lbfgsb fortran routine,226,6,2,0
966,pyflexwin,amaggi,https://github.com/amaggi/pyflexwin,Python port of the flexwin package for automatically selecting data windows for seismic tomography,1593,6,5,2
967,RPMDrate,GreenGroup,https://github.com/GreenGroup/RPMDrate,Compute dynamic properties of chemical systems using ring polymer molecular dynamics simulations,867,6,4,0
968,ESERK5,kleefeld80,https://github.com/kleefeld80/ESERK5,Extrapolated stabilized explicit Runge-Kutta method (fifth order) ,9566,6,1,0
969,toronto-fortran-games,fortran-gaming,https://github.com/fortran-gaming/toronto-fortran-games,"Classic Fortran games, public domain",34,6,0,0
970,exotrending,oscaribv,https://github.com/oscaribv/exotrending,A fast and easy-to-use light curve detrending software for exoplanets,329,6,0,0
971,pthread_fortran_interface,ljn917,https://github.com/ljn917/pthread_fortran_interface,pthread fortran interface,17,6,0,0
972,RXMD,USCCACS,https://github.com/USCCACS/RXMD,RXMD : Linear-Scaling Parallel Reactive Molecular Dynamics Simulation Engine,43204,6,7,23
973,lagrange,blackrim,https://github.com/blackrim/lagrange,the c++ version of lagrange,19325,6,6,0
974,weather-buoys,modern-fortran,https://github.com/modern-fortran/weather-buoys,Processing weather buoy data in parallel,12942,6,1,0
975,swat,mlt,https://github.com/mlt/swat,"SWAT is a river basin scale model developed to quantify the impact of land management practices in large, complex watersheds. SWAT is a public domain model actively supported by the USDA Agricultural Research Service at the Grassland, Soil and Water Research Laboratory in Temple, Texas, USA. ",3511,6,9,7
976,lbfgs,jmbr,https://github.com/jmbr/lbfgs,L-BFGS Software for Large-scale Unconstrained Optimization by Jorge Nocedal,132,6,0,0
977,sf_traffic,liljonnystyle,https://github.com/liljonnystyle/sf_traffic,data science project studying San Francisco traffic trends,25833,6,4,0
978,hazel,aasensio,https://github.com/aasensio/hazel,Hazel: synthesis and inversion of Stokes profiles,81703,6,4,8
979,forget,szaghi,https://github.com/szaghi/forget,FORtran Git Template,30,6,1,4
980,Molecular_symmetry,ElenaKusevska,https://github.com/ElenaKusevska/Molecular_symmetry,Program to determine the symmetry point group of a molecule (doesn't work with cubic groups).,334,6,4,0
981,Standish-Ephemeris,CumuloEpsilon,https://github.com/CumuloEpsilon/Standish-Ephemeris,"Fortran90 Module - implemention of E.M. Standish's ""Keplerian Elements for Approximate Positions of the Major Planets"" ",485,6,0,1
982,fvm2d,cpraveen,https://github.com/cpraveen/fvm2d,"2-d vertex based unstructured code for Euler, Navier-Stokes and RANS",46,6,6,0
983,Scheduler,ncsa,https://github.com/ncsa/Scheduler,The aggregate job launcher of single-core or single-node applications on HPC sites,24,6,3,0
984,DSM-Kernel,IPGP,https://github.com/IPGP/DSM-Kernel,3D waveform partial derivative calculation software for 1D Earth models,10792,6,4,0
985,LESjet-Smagorinsky,kaushikb258,https://github.com/kaushikb258/LESjet-Smagorinsky,Large Eddy Simulation of supersonic jets using the dynamic Smagorinsky model,688,6,3,0
986,caf-testsuite,uhhpctools,https://github.com/uhhpctools/caf-testsuite,Test Suite for Fortran 2008 Coarrays,1752,6,3,0
987,OpenTBL,guillemborrell,https://github.com/guillemborrell/OpenTBL,Turbulent Boundary Layer DNS implementation able to run in millions of cores.,544,6,4,0
988,pymc,matthew-brett,https://github.com/matthew-brett/pymc,http://pymc.googlecode.com/svn/trunk,12488,6,1,0
989,CFR,gamaleldin,https://github.com/gamaleldin/CFR,"This code package is for the Corrected-Fisher-Randomization (CFR) method. This method generates random surrogate data that preserves a specified set of first and second order marginal moments of a data tensor, which makes it well equipped to test for the null hypothesis that a structure in data is an epiphenomenon of these specified set of primary features of the data tensor. The randomization procedure used in CFR is based on Fisher randomization (shuffling). However, the shuffling is accompanied by a correction step that retains the primary features specified in the null hypothesis. Hence, the name of this method.",325,6,0,0
990,MPMD-with-Coarray-Fortran-TS-18508-Events-Example-Program,MichaelSiehl,https://github.com/MichaelSiehl/MPMD-with-Coarray-Fortran-TS-18508-Events-Example-Program,THIS REPOSITORY CONTAINS A FORTRAN (2015) COARRAY EXAMPLE PROGRAM THAT USES TS-18508 EVENTS,155,6,0,0
991,BPA_EMTP,ahmadabdullah,https://github.com/ahmadabdullah/BPA_EMTP,Electromagnetic Transients Program (EMTP) of Bonneville Power Administration (BPA),54553,6,6,0
992,nciplot,juliacontrerasgarcia,https://github.com/juliacontrerasgarcia/nciplot,Program for revealing non-covalent interactions,54652,6,1,2
993,rear,danielemelini,https://github.com/danielemelini/rear,Regional ElAstic Rebound calculator,4018,6,3,0
994,spipp,ratnania,https://github.com/ratnania/spipp,"SPIPP is a 1D B-Splines library for evaluation, interpolation, approximation, assembling Finite Element matrices",440,6,0,0
